value         ours       lib        diff
cos(340.20)   0.940881   0.940881   0.000000
sin(342.00)  -0.309017  -0.309017   0.000000
cos(342.00)   0.951057   0.951057   0.000000
sin(343.80)  -0.278991  -0.278991   0.000000
cos(343.80)   0.960294   0.960294   0.000000
sin(345.60)  -0.248690  -0.248690   0.000000
cos(345.60)   0.968583   0.968583   0.000000
sin(347.40)  -0.218143  -0.218143   0.000000
cos(347.40)   0.975917   0.975917   0.000000
sin(349.20)  -0.187381  -0.187381   0.000000
cos(349.20)   0.982287   0.982287   0.000000
sin(351.00)  -0.156434  -0.156434   0.000000
cos(351.00)   0.987688   0.987688   0.000000
sin(352.80)  -0.125333  -0.125333   0.000000
cos(352.80)   0.992115   0.992115   0.000000
sin(354.60)  -0.094108  -0.094108   0.000000
cos(354.60)   0.995562   0.995562   0.000000
sin(356.40)  -0.062791  -0.062791   0.000000
cos(356.40)   0.998027   0.998027   0.000000
sin(358.20)  -0.031411  -0.031411   0.000000
cos(358.20)   0.999507   0.999507   0.000000
